0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Group,Speed
0.152790571,0.192542429,0.242160143,0.288953857,0.339138571,0.405614857,0.467471429,0.511257143,0.548947714,0.598833714,0.663448429,0.734693571,0.804913286,0.871673714,0.930170714,0.975557571,1.008103429,1.025896286,1.028250857,1.017477714,0.997872714,0.972099429,0.939297571,0.900529714,0.855860857,0.805454571,0.752248286,0.696747857,0.638854,0.579385,0.519393143,0.460682571,0.405016143,0.352550429,0.301750857,0.254175286,0.210436,0.168493143,0.129405571,0.093342857,0.060115,0.030252,0.002837857,-0.022112,-0.045516143,-0.067390714,-0.086352571,-0.103280429,-0.116682714,-0.126547,-0.135465,-0.143733857,-0.151696571,-0.160187,-0.169369143,-0.178990143,-0.18928,-0.200063857,-0.210848429,-0.221623429,-0.231973429,-0.242480857,-0.253456571,-0.264475286,-0.274405857,-0.282520857,-0.289261,-0.295312429,-0.299812571,-0.303784571,-0.308346429,-0.312322429,-0.315492857,-0.31847,-0.321080286,-0.322217286,-0.322019571,-0.320844143,-0.318160714,-0.313418143,-0.305533,-0.295212714,-0.282040571,-0.265916,-0.248017286,-0.227327286,-0.204275,-0.179984143,-0.155526857,-0.132220857,-0.112787,-0.097742857,-0.090116714,-0.093571143,-0.108108857,-0.133183429,-0.167706286,-0.206041,-0.232030143,-0.289614429,-0.289966286,1,1.179
0.0094442,-0.028349,-0.032008,-0.0238148,0.0031924,0.0501646,0.1109156,0.1783624,0.2456834,0.3075654,0.3668154,0.4236716,0.476159,0.5215004,0.5591446,0.5911684,0.6183104,0.6368664,0.6450204,0.6432158,0.6335164,0.6172044,0.5951802,0.5697308,0.5420164,0.5107952,0.4759646,0.4390316,0.401007,0.3618392,0.3212608,0.2798112,0.2379614,0.1968464,0.1572704,0.1182796,0.0804416,0.0446732,0.010606,-0.0212142,-0.0503208,-0.0782114,-0.1051576,-0.1305186,-0.1544058,-0.1776988,-0.2008422,-0.2231472,-0.244274,-0.264701,-0.2846266,-0.3038552,-0.3224262,-0.3401318,-0.3569206,-0.3726946,-0.387322,-0.400313,-0.4113004,-0.419746,-0.425915,-0.4305496,-0.4340242,-0.4367786,-0.4386898,-0.4388128,-0.4373854,-0.4352984,-0.4328414,-0.4291784,-0.424029,-0.4179756,-0.4105744,-0.401113,-0.3892138,-0.3751128,-0.3596468,-0.342863,-0.3241372,-0.3040218,-0.2836024,-0.2623486,-0.2404942,-0.219592,-0.2000146,-0.181633,-0.1642466,-0.1480682,-0.1341552,-0.123655,-0.1174682,-0.1155466,-0.1176028,-0.125626,-0.1388896,-0.157275,-0.1831688,-0.2051306,-0.221556,-0.2766254,-0.2705038,1,1.342
-0.1456955,-0.1532073,-0.0676481,0.0179236,0.1164114,0.214161,0.2995225,0.3905991,0.492278,0.5962445,0.6842394,0.7484192,0.7938737,0.8242942,0.8452139,0.8658121,0.887568,0.905815,0.9164559,0.9179314,0.9093798,0.8916396,0.8661755,0.8332968,0.7921435,0.7436774,0.6908407,0.6353455,0.5780402,0.5199003,0.4621642,0.4059487,0.3517378,0.3002604,0.2523895,0.2079979,0.1670079,0.1303032,0.0977997,0.06864,0.042605,0.0194514,-0.0008642,-0.0185729,-0.034799,-0.0500563,-0.0642438,-0.0772599,-0.0894075,-0.1011123,-0.1117714,-0.1210538,-0.1300202,-0.1391371,-0.1481138,-0.1572307,-0.1669231,-0.1772592,-0.1883782,-0.2009761,-0.2157633,-0.232427,-0.2504876,-0.2702524,-0.2913272,-0.3128399,-0.3343496,-0.3553244,-0.3748182,-0.3918857,-0.4059414,-0.4164972,-0.4227225,-0.4233575,-0.4172615,-0.4040213,-0.3833265,-0.3548988,-0.3189748,-0.2764841,-0.2277774,-0.1737083,-0.1164969,-0.057561,0.0022391,0.0613141,0.1175669,0.1702432,0.2195554,0.2627306,0.2977231,0.3256477,0.3449823,0.3527173,0.3486032,0.3321584,0.3023673,0.2611565,0.2126606,0.1632631,0.1168116,1,1.515
-0.25096025,-0.20350425,-0.11667775,-0.14364875,-0.16661075,-0.1496435,-0.09527525,-0.02844325,0.035439,0.09153525,0.12769275,0.147853,0.17411325,0.2014535,0.22287825,0.2422645,0.25433,0.25909875,0.25973425,0.25748625,0.251574,0.2392225,0.21992325,0.1951905,0.16734825,0.13714225,0.10502675,0.071753,0.03895275,0.00828,-0.02119625,-0.0492585,-0.074965,-0.098889,-0.1212275,-0.14091075,-0.15832475,-0.1732645,-0.18543,-0.1960705,-0.20508775,-0.2122775,-0.21816075,-0.2235945,-0.22771475,-0.23021175,-0.231789,-0.2322775,-0.23279075,-0.23304375,-0.23236175,-0.23153675,-0.2304215,-0.22921375,-0.22847075,-0.2280445,-0.228121,-0.22835475,-0.2279625,-0.22761275,-0.22920575,-0.23149175,-0.23221125,-0.23219275,-0.23297475,-0.23343025,-0.23236975,-0.23038075,-0.228339,-0.22687375,-0.22594575,-0.224977,-0.2246685,-0.22578275,-0.2264535,-0.22455025,-0.2197585,-0.21195275,-0.19983525,-0.18234975,-0.15805675,-0.12521425,-0.084892,-0.03930525,0.01025175,0.06350575,0.1183215,0.16964725,0.21455125,0.249138,0.26982775,0.27860525,0.2752705,0.25955775,0.23299375,0.1953635,0.144609,0.084879,0.0250385,-0.03031275,-0.05663325,1,1.508
-0.046266222,-0.039049444,0.003463222,0.004886222,0.035596444,0.109934778,0.201954889,0.293302333,0.374283667,0.444916111,0.508655444,0.570758,0.633598556,0.695720778,0.754342111,0.807600667,0.853672556,0.891866556,0.920465778,0.9363,0.940525556,0.935418778,0.921800111,0.899839111,0.869929778,0.833272,0.791873,0.747680333,0.702064222,0.656199,0.610990889,0.567036778,0.524416889,0.483097,0.443486,0.405656667,0.369002111,0.332939111,0.297367333,0.261892667,0.225837111,0.189377222,0.153507889,0.118653,0.084856333,0.052218111,0.021188,-0.007694111,-0.034609889,-0.059573556,-0.082452111,-0.103716444,-0.123800556,-0.143084667,-0.162452111,-0.182225,-0.202216889,-0.222544,-0.242841667,-0.262307111,-0.279915333,-0.294907778,-0.307451889,-0.317342556,-0.324053333,-0.327777556,-0.328970667,-0.328255778,-0.326157889,-0.323028333,-0.319152667,-0.314177778,-0.307413444,-0.298571222,-0.287926222,-0.275390222,-0.260314333,-0.242753667,-0.222501,-0.198550333,-0.171529333,-0.142750556,-0.113119111,-0.083122889,-0.053081889,-0.025319,-0.001609556,0.017646222,0.031863556,0.040866444,0.043562667,0.039077889,0.027450556,0.009147333,-0.013916333,-0.043092111,-0.080520222,-0.117083111,-0.159508556,-0.237996444,-0.262472333,1,1.475
-0.3494954,-0.340263,-0.2844531,-0.3332554,-0.3726138,-0.3342515,-0.234168,-0.1558693,-0.1047686,-0.0610098,-0.0179713,0.0201837,0.0487484,0.0732642,0.0976825,0.1210829,0.1450756,0.1704925,0.2001901,0.2347773,0.2694787,0.2994107,0.3218835,0.3362363,0.3413373,0.3366469,0.3239438,0.3047411,0.2793817,0.2494728,0.216482,0.1809512,0.1442076,0.1076135,0.0713276,0.0361159,0.002845,-0.0286551,-0.0587846,-0.0873793,-0.1141344,-0.1395435,-0.1638468,-0.1869968,-0.2087098,-0.2289284,-0.2476172,-0.2641608,-0.278747,-0.2912453,-0.3004255,-0.3063353,-0.3096954,-0.3100781,-0.3077597,-0.3036433,-0.2972709,-0.2894302,-0.2815525,-0.2739449,-0.2665191,-0.2597361,-0.2543272,-0.2502735,-0.2479681,-0.248161,-0.2507244,-0.2556795,-0.2630398,-0.2723647,-0.2836929,-0.2958716,-0.3080433,-0.3198488,-0.3303821,-0.3388126,-0.3438018,-0.3442185,-0.3399243,-0.3310008,-0.3175574,-0.3000167,-0.2785835,-0.2540507,-0.2267525,-0.1974609,-0.1680905,-0.1388629,-0.1109423,-0.0854229,-0.0617606,-0.0418698,-0.0280884,-0.0218115,-0.0247729,-0.0381331,-0.0621735,-0.0910701,-0.1218519,-0.1718846,-0.1989572,1,1.4
-0.4445853,-0.3754714,-0.1477041,-0.0537139,-0.135494,-0.1653706,0.0158063,0.2184907,0.3414577,0.4082333,0.4634098,0.5232162,0.581963,0.6409824,0.6990847,0.7491628,0.7885429,0.8171032,0.8345267,0.8429182,0.8437039,0.8354962,0.8178649,0.7908461,0.7559602,0.7160243,0.6725347,0.6254756,0.5762383,0.5267286,0.4775584,0.4292307,0.3822098,0.3366971,0.2922768,0.2486917,0.2055874,0.163477,0.1230151,0.0840758,0.0466249,0.0107632,-0.0230711,-0.0547945,-0.084322,-0.1116869,-0.1370664,-0.1603966,-0.1816009,-0.2010175,-0.2192178,-0.236144,-0.2517734,-0.2663018,-0.2801509,-0.2938297,-0.3071379,-0.3198375,-0.3321008,-0.343855,-0.3549044,-0.3650664,-0.3742167,-0.3822884,-0.3883893,-0.3927168,-0.3958791,-0.3971351,-0.3965953,-0.3946447,-0.3912637,-0.386688,-0.3806429,-0.3727709,-0.3631663,-0.3517113,-0.3379813,-0.3221325,-0.3039093,-0.28285,-0.2588478,-0.2325205,-0.2042283,-0.1736244,-0.1415261,-0.1084709,-0.0739472,-0.039063,-0.0065133,0.0227285,0.0481219,0.0688455,0.0831926,0.0879488,0.0808208,0.0604445,0.0268951,-0.0093605,-0.0450466,-0.1071781,-0.1370894,1,1.388
-0.104535333,-0.0984795,-0.050325833,-0.0130845,0.032151167,0.0980675,0.204329667,0.3131305,0.397814333,0.461648833,0.51648,0.562446833,0.599614,0.636042833,0.6748805,0.7094875,0.7348185,0.751278333,0.758714667,0.755699333,0.7432495,0.723346333,0.697971333,0.6694395,0.640137167,0.6106735,0.581921667,0.554938167,0.530186667,0.507909167,0.487463667,0.467686333,0.449487167,0.4335535,0.418478,0.403244333,0.3881305,0.372831,0.357010167,0.3409365,0.324429333,0.307066667,0.289803167,0.273291167,0.2577245,0.242620167,0.228569833,0.215696,0.2034995,0.192415167,0.182289833,0.172698167,0.163865,0.156279833,0.149455333,0.143455167,0.138893167,0.135316333,0.132386,0.130472333,0.129285667,0.1286555,0.128698,0.128329833,0.126192833,0.123316833,0.120033667,0.1160125,0.1118755,0.1069415,0.100999,0.094439,0.088333167,0.0839055,0.079810333,0.076348667,0.075135667,0.076314,0.082629667,0.095989167,0.1159615,0.144400833,0.1831215,0.231107667,0.283876,0.337920167,0.388061667,0.428390833,0.45318,0.461236333,0.452497167,0.430719167,0.398405,0.353866167,0.302188,0.247321167,0.192432833,0.137968167,0.0842735,0.034298167,0.002512833,1,1.234
-0.162980667,-0.149107444,-0.071315667,-0.011986444,0.050940889,0.134890889,0.233281889,0.346785444,0.479048222,0.616990667,0.742893556,0.847733889,0.929788111,0.995244222,1.049112556,1.094058222,1.132226,1.165523333,1.195830222,1.223215889,1.244760444,1.258144,1.263058556,1.258685556,1.243617,1.217302333,1.179633778,1.131259111,1.074238222,1.010926222,0.942958111,0.871867333,0.799318889,0.726689667,0.655034778,0.585196333,0.518055667,0.45412,0.393499333,0.336250778,0.282950889,0.234402,0.190624333,0.151318556,0.116461444,0.085998444,0.059731556,0.03733,0.018160111,0.001912889,-0.011582444,-0.022756444,-0.031969778,-0.039698889,-0.046117,-0.051031444,-0.055324889,-0.060449667,-0.066639889,-0.073933667,-0.082699556,-0.092994,-0.104944667,-0.118604222,-0.133670111,-0.149429111,-0.164861333,-0.178778778,-0.190174556,-0.198456778,-0.202473778,-0.200354111,-0.191184667,-0.175252222,-0.153038111,-0.124410111,-0.089380778,-0.049154222,-0.005103,0.041903222,0.091585,0.143493556,0.196121889,0.248068444,0.298360889,0.345567,0.387725667,0.423793667,0.453697667,0.475001111,0.483770333,0.480680111,0.468761333,0.448029444,0.414473333,0.361146,0.288995667,0.208318556,0.122541889,0.033049333,-0.028517333,1,1.712
0.0032122,-0.0009987,0.0272505,0.0362362,0.0603408,0.1050365,0.1677494,0.2586558,0.3591887,0.438156,0.497775,0.5477207,0.5969733,0.6451705,0.6918296,0.7435232,0.7989514,0.8509352,0.8937506,0.9258047,0.9488718,0.9626268,0.9674596,0.9659396,0.9576739,0.9412688,0.9161962,0.8820878,0.8396046,0.7905533,0.7366279,0.6800221,0.621954,0.5623733,0.5019447,0.4414528,0.381505,0.3233439,0.2679708,0.2160589,0.1683512,0.1247251,0.084689,0.0481139,0.0152481,-0.0140209,-0.0401953,-0.0635424,-0.083897,-0.1011874,-0.1159948,-0.1289696,-0.1401461,-0.1498164,-0.1579429,-0.1642857,-0.1697292,-0.1750469,-0.1802169,-0.18511,-0.1898625,-0.1943851,-0.1988395,-0.20315,-0.2067838,-0.2100001,-0.2130301,-0.216118,-0.2195357,-0.2230997,-0.2269608,-0.2314297,-0.2361535,-0.2407818,-0.2454247,-0.2498537,-0.2536885,-0.2571003,-0.2593564,-0.2593641,-0.2567867,-0.2511025,-0.2417318,-0.2286048,-0.2116913,-0.1915177,-0.1685892,-0.1432525,-0.1173709,-0.0926529,-0.0701786,-0.0514986,-0.0384369,-0.0320119,-0.0322281,-0.0416345,-0.0641037,-0.0908447,-0.1206569,-0.1773931,-0.1883773,1,1.366
