0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Group,Speed
9.29738125,10.5450065,11.75962,12.960054,14.1647795,15.38344,16.6154835,17.84701075,19.0542225,20.20781375,21.27819225,22.24077,23.0781985,23.78268,24.3532515,24.79426825,25.11198325,25.31267775,25.40123025,25.38144325,25.25663575,25.030592,24.70819975,24.295257,23.798656,23.22623875,22.586698,21.88944525,21.14455325,20.362553,19.5535115,18.7266435,17.8898095,17.0495085,16.211634,15.38173775,14.565381,13.76784525,12.99407725,12.24845875,11.5349355,10.85715225,10.2183765,9.62121875,9.0673115,8.55738825,8.09138725,7.66917775,7.290406,6.954788,6.66163875,6.40977775,6.19718825,6.021293,5.87888825,5.76611425,5.67855075,5.61144925,5.5603775,5.52325725,5.49937225,5.48489225,5.48602225,5.5213955,5.578301,5.63533425,5.70557,5.79976125,5.91755575,6.0583035,6.2283725,6.44453525,6.69910775,6.97672075,7.283674,7.62362825,7.9954095,8.4004855,8.84098625,9.31913025,9.83726725,10.39788675,11.0033715,11.6559615,12.357184,13.1074905,13.9066505,14.7543855,15.65140225,16.59956675,17.60183675,18.661981,19.78474475,20.97568975,22.241395,23.5885725,25.02349275,26.55050175,28.17165,29.88553725,31.68723425,1,1.478
3.6931596,4.225924,4.6970404,5.113827,5.4934204,5.8577188,6.2294522,6.6279744,7.0661666,7.5495756,8.075238,8.6334824,9.2089148,9.7824958,10.3339698,10.8434726,11.2937354,11.6708488,11.965636,12.1737044,12.2950956,12.33418,12.29807,12.1962646,12.0395426,11.8392956,11.6067304,11.3521894,11.0846078,10.8108024,10.5356094,10.262539,9.991713,9.7204096,9.4550692,9.1994608,8.9370714,8.6615618,8.378614,8.0873284,7.7859784,7.4753684,7.1567782,6.8311024,6.5003418,6.1689892,5.8374526,5.5032326,5.1680426,4.8341334,4.5030116,4.1766092,3.8572158,3.5473488,3.2497272,2.9671738,2.7024082,2.4580738,2.2367212,2.0408,1.8726778,1.7346826,1.6291482,1.5583472,1.5242186,1.5282136,1.5710832,1.6529076,1.7732294,1.9312194,2.1257456,2.3554522,2.6188996,2.9146684,3.2415586,3.5987672,3.9861898,4.4044562,4.8551734,5.3407674,5.8645304,6.4305824,7.0437476,7.7096538,8.4345116,9.2250524,10.088199,11.0307002,12.058704,13.1773064,14.390222,15.699309,17.1044568,18.603639,20.192834,21.8662888,23.6166774,25.4351058,27.3116234,29.235217,31.1944016,1,1.309
10.171297,10.987525,11.86212167,12.78049267,13.72914122,14.69799211,15.67751722,16.65620989,17.618926,18.54770711,19.42325222,20.22816622,20.94860244,21.57617933,22.10709356,22.541744,22.88319811,23.13603633,23.30565944,23.39747256,23.41660056,23.36747422,23.25415078,23.08062478,22.85135611,22.57138678,22.24609122,21.88076967,21.47994689,21.04690622,20.58333067,20.08961278,19.56546611,19.01088578,18.42683056,17.81562167,17.18072956,16.526336,15.85683256,15.17633556,14.48818678,13.79477522,13.09748622,12.39681833,11.69262233,10.98441278,10.27178356,9.554704333,8.833893444,8.110999889,7.388703556,6.670672778,5.961328556,5.265644556,4.588866667,3.936295778,3.313080556,2.723940889,2.173090667,1.664254,1.200982222,0.786872778,0.425764222,0.121674333,-0.121300333,-0.299095556,-0.407836778,-0.444083333,-0.405276444,-0.289884556,-0.097719333,0.170062556,0.510924778,0.921091444,1.395957667,1.930592,2.520286222,3.160783333,3.848819333,4.582254111,5.360505667,6.184803222,7.058527333,7.987365222,8.978915889,10.04217533,11.18682556,12.42253344,13.75836922,15.20229711,16.76079911,18.43823789,20.23633856,22.15379978,24.185105,26.32089611,28.54751922,30.84685811,33.19722833,35.573298,37.94807133,1,1.472
4.6292868,5.8774974,7.1351374,8.3762967,9.6201567,10.8762332,12.1484304,13.435091,14.7250262,16.0002945,17.2387109,18.4176455,19.5160502,20.5173316,21.4097603,22.1868759,22.846857,23.3911422,23.8239671,24.1512891,24.3800104,24.5169619,24.5682831,24.5393136,24.4348997,24.259704,24.0184572,23.7159923,23.3571146,22.9463867,22.4880843,21.9858669,21.4426862,20.8607567,20.2419786,19.5882908,18.9022453,18.1872561,17.4476335,16.6884836,15.9153832,15.134005,14.3496991,13.5672002,12.7905244,12.0229437,11.2670609,10.5250978,9.7991137,9.0911108,8.402972,7.7362408,7.092148,6.4718249,5.8765042,5.3076798,4.7671616,4.2569236,3.7789298,3.3349806,2.9268235,2.5560981,2.224503,1.9335236,1.6846523,1.4794022,1.3195777,1.2071777,1.1443297,1.133215,1.1760934,1.2754939,1.4344461,1.6566169,1.9462125,2.3075821,2.7448084,3.261358,3.8601575,4.5436445,5.3138046,6.1725738,7.1220423,8.164501,9.3025771,10.5392121,11.8777769,13.321743,14.8744595,16.5381808,18.3136832,20.1994307,22.1915958,24.2840784,26.4683772,28.7340346,31.0684837,33.4570278,35.8834759,38.3305161,40.7811337,1,1.573
8.77739975,9.585485,10.37302575,11.14370875,11.9078045,12.67755,13.46642875,14.28493775,15.13805675,16.02269275,16.92641925,17.82802,18.69929875,19.5087605,20.22457325,20.81975975,21.2733975,21.57499475,21.722636,21.7242985,21.59428025,21.35161925,21.017079,20.61085075,20.150991,19.65194025,19.1240935,18.57368175,18.00324275,17.41259325,16.7995505,16.16117925,15.4942115,14.796144,14.06537775,13.302172,12.508425,11.6884685,10.848172,9.99535275,9.13854325,8.28706175,7.4500255,6.6363025,5.853995,5.11047525,4.41201375,3.76398575,3.170276,2.633755,2.1557115,1.73659425,1.3757565,1.07206375,0.82375375,0.62876775,0.484661,0.38885025,0.33865475,0.331545,0.365258,0.4379555,0.5482745,0.69548875,0.879393,1.10049825,1.35979075,1.65886425,1.9996205,2.38422,2.81478425,3.29331825,3.82151725,4.4008,5.03217725,5.71630125,6.45337475,7.24328225,8.08562075,8.97981025,9.92519925,10.9212035,11.9674065,13.063667,14.21008525,15.4069475,16.65456125,17.95304525,19.30216975,20.7011185,22.14847425,23.641996,25.178724,26.75486075,28.36577225,30.006079,31.669659,33.34993075,35.03997725,36.73280525,38.421567,1,1.625
11.4540765,12.0446235,12.6539113,13.284738,13.945307,14.6429245,15.3806456,16.1526475,16.9440652,17.7326673,18.4918652,19.1958963,19.8230764,20.3596219,20.7991857,21.143293,21.3981467,21.5726244,21.6756498,21.7149601,21.6964368,21.6242968,21.5016583,21.3310051,21.1146401,20.8547434,20.5534609,20.212927,19.8353484,19.4230153,18.9783954,18.5040982,18.0029915,17.4782189,16.9333359,16.3723685,15.7999113,15.2211156,14.6417116,14.06789,13.506252,12.963621,12.4468979,11.9628223,11.5177802,11.117547,10.766999,10.4698996,10.2285779,10.0438312,9.9148092,9.8387927,9.8114588,9.8270202,9.8785047,9.9581146,10.0577117,10.1692362,10.2851163,10.3986804,10.504343,10.5979992,10.6771276,10.7409114,10.7902998,10.8278392,10.8575212,10.8844604,10.9145652,10.9541498,11.0095346,11.0866199,11.1904958,11.3253463,11.4943738,11.6999384,11.9436409,12.2265944,12.5495816,12.9134396,13.3193682,13.7690747,14.2647827,14.8091795,15.4054341,16.0572252,16.7690589,17.5463666,18.3955965,19.3242189,20.3406017,21.4540134,22.6741091,24.0105425,25.472142,27.0658394,28.7958711,30.6622544,32.6610206,34.783072,37.0145705,1,1.329
0.875882667,1.775681333,2.653307889,3.511011222,4.36087,5.220865111,6.109071222,7.039607444,8.016555778,9.033164556,10.06996789,11.09786789,12.08263211,12.989805,13.79095922,14.46655711,15.00869233,15.41992411,15.71127289,15.89874833,15.99964178,16.02963222,16.00080178,15.92105789,15.79468244,15.62356489,15.40865033,15.151161,14.85325,14.51819733,14.15007522,13.753138,13.33110422,12.88660533,12.42096133,11.93446389,11.42716756,10.89976556,10.35439167,9.794994556,9.227342889,8.658657667,8.096794444,7.549391778,7.023053111,6.522761778,6.051592556,5.610708667,5.199528667,4.816097778,4.457439333,4.120150222,3.800769556,3.496382333,3.204964556,2.925644667,2.658713556,2.405597889,2.168765333,1.951635,1.758391222,1.593698556,1.462260333,1.368449222,1.316004,1.307973333,1.346687444,1.433891667,1.570864889,1.758552111,1.997762778,2.289427333,2.634699889,3.035031889,3.492201889,4.008295667,4.585632333,5.226580778,5.93335,6.707767222,7.551154222,8.464236556,9.446993889,10.49862311,11.61748578,12.80120533,14.04692756,15.35166156,16.71252778,18.12700833,19.59321678,21.11023722,22.67810244,24.29783567,25.97102022,27.699317,29.48382956,31.32418733,33.21807644,35.160024,37.14128833,1,1.28
3.4939313,4.2494437,4.9552887,5.6148256,6.2402863,6.8503144,7.4660412,8.1071791,8.788921,9.5192735,10.2979648,11.1165059,11.958857,12.8031079,13.6236776,14.3936294,15.0871174,15.6811328,16.1574033,16.5043128,16.7187968,16.8071768,16.7849555,16.6737884,16.4978254,16.2792427,16.0354856,15.7780814,15.5136342,15.2455083,14.9760863,14.7082556,14.4466061,14.1974191,13.9686341,13.7688113,13.6054819,13.4836309,13.4048149,13.3675187,13.3674051,13.3977928,13.4496564,13.5126042,13.5762786,13.6316936,13.6722219,13.6936403,13.6939179,13.6725783,13.6303412,13.5689532,13.4907031,13.3982265,13.29472,13.1842995,13.071895,12.9628225,12.8617302,12.7719402,12.6945845,12.6292599,12.5752641,12.5331921,12.5056198,12.4966233,12.5111422,12.5544506,12.6319455,12.7481032,12.9055792,13.1048476,13.3452009,13.625925,13.9477747,14.3130184,14.7243044,15.18405,15.6936088,16.2539929,16.8674081,17.5384025,18.2746135,19.0857241,19.9815755,20.9706276,22.0590118,23.2501639,24.5449952,25.9419517,27.4367299,29.0224096,30.6898273,32.4278507,34.2234329,36.0615178,37.9253392,39.7969959,41.6586582,43.4933555,45.2851996,1,1.289
15.20839233,16.08017644,16.83237978,17.46319156,17.98442767,18.41766078,18.791672,19.13701222,19.48197367,19.84762078,20.246582,20.68214322,21.14958278,21.63891533,22.13655156,22.62819244,23.09995967,23.53956767,23.93657978,24.282695,24.571452,24.79823489,24.95999044,25.05507656,25.08318111,25.04482667,24.94144089,24.77500422,24.548271,24.26471344,23.92864344,23.54511811,23.11979233,22.658515,22.16721078,21.65162867,21.11722556,20.56899244,20.01141389,19.44835067,18.88308922,18.31822256,17.75582378,17.19754067,16.64481822,16.09907367,15.56159389,15.03361833,14.51615344,14.01005189,13.51586911,13.03421244,12.56551378,12.11032256,11.66914378,11.24275156,10.83211689,10.43863011,10.06397022,9.710283667,9.380222333,9.077165889,8.805268889,8.569541556,8.375616,8.229559556,8.137519333,8.105302667,8.137745444,8.238429444,8.409389111,8.651180556,8.963190556,9.343762444,9.790545778,10.30059456,10.87063367,11.49733489,12.17799544,12.91094167,13.69609767,14.53517856,15.43173044,16.39113411,17.42039567,18.52791289,19.72287556,21.014656,22.41202311,23.922688,25.55225822,27.30390356,29.177635,31.17014433,33.27510267,35.48277678,37.7811,40.15527511,42.58872722,45.06310622,47.55851822,1,1.622
14.55094289,15.70377122,16.80438122,17.85582511,18.86983356,19.86021056,20.83944633,21.81350222,22.78156133,23.73584256,24.66370911,25.55045789,26.381395,27.14370311,27.82708767,28.42480833,28.93325456,29.35243633,29.68544889,29.93803222,30.11822311,30.23522378,30.29883078,30.31814722,30.30094678,30.252668,30.17646156,30.07285756,29.94011511,29.77473378,29.57184644,29.32620233,29.03283733,28.68820967,28.29055356,27.84058367,27.34118922,26.79734267,26.215553,25.60324222,24.96828989,24.31837722,23.66066211,23.00132467,22.345634,21.69781289,21.061171,20.43827611,19.83109211,19.24125978,18.670199,18.11920389,17.589476,17.08199533,16.59747978,16.136363,15.69873133,15.28449533,14.893523,14.52573422,14.18118956,13.860246,13.56342678,13.29138033,13.04491156,12.82488,12.63203678,12.46702411,12.33035233,12.22230411,12.14296256,12.09225122,12.07007778,12.07649044,12.11196622,12.177577,12.27514433,12.40740656,12.57794133,12.79131122,13.05286956,13.36868689,13.74535944,14.18971367,14.70859722,15.30867244,15.99647789,16.77832478,17.66029811,18.64810411,19.74693067,20.96132889,22.29468767,23.74906711,25.324584,27.01891411,28.82725022,30.74159311,32.75144789,34.84345078,37.00216378,1,1.395
